original_source_path,original_source_location,matched_name,context_excerpt
cybercrime/ShinyHunters/ShinyHunters.pdf,"{""page"": 5}",UNC6661,UNC66 71 20 26 (Jan) SSO + MF A G TIG tr ack s separ a t ely t o allo w f or imper sona tion UNC62 40 20 26 Ext ortion / mone tiza tion = Shin yHun t er s per G TIG ; handles pos t-in trusion r ansom f or UNC6661 The r es t o f this sec tion w alk s thr ough wha t each clus t er did. The 20 26 w a v e is co v er ed t oge ther as the clus t er e xpansion ( see UNC6661/UNC66 71/UNC62 40 belo w). Par allel vishing campaign with
cybercrime/ShinyHunters/ShinyHunters.pdf,"{""page"": 5}",UNC6661,"t er s per G TIG ; handles pos t-in trusion r ansom f or UNC6661 The r es t o f this sec tion w alk s thr ough wha t each clus t er did. The 20 26 w a v e is co v er ed t oge ther as the clus t er e xpansion ( see UNC6661/UNC66 71/UNC62 40 belo w). Par allel vishing campaign with the s ame pla ybook T o x nego tia tion accoun ts , Shin yHun t er s-br anded e xt ortion emails , Lime wir e s ample hos ting T ar ge t surf ace T ec"
cybercrime/ShinyHunters/ShinyHunters.pdf,"{""page"": 8}",UNC6661,"20 26 Clus t er Expansion: UNC666 1, UNC66 71, UNC62 40 UNC5537 UNC6040 + UNC6395 UNC6661 + UNC6671 + UNC6240 UNC6240= ShinyHunter extortion side Replay infostealer cred. MFA-less accounts OAuth Token Salesforce Salesoft drift integration Vishing → OAuth-connected app. Stolen integration tokens Vishing →"
cybercrime/ShinyHunters/ShinyHunters.pdf,"{""page"": 8}",UNC6661,"wn MFA device IdP SSO/MFA In Januar y 20 26 , Google Thr ea t In t elligence Gr oup (G TIG, f ormerly Mandian t) e xpanded the clus t er ta x onom y be y ond UNC6040/UNC6395 t o tr ack the ne xt tac tical e v olution. UNC6661 r an early-t o-mid-Januar y 20 26 vishing oper a tions imper sona ting IT s ta ff , claiming the compan y w as ""upda ting MF A se ttings ,"" and dir ec ting emplo y ees t o vic tim-br anded cr eden tial-har v es ting s"
cybercrime/ShinyHunters/ShinyHunters.pdf,"{""page"": 8}",UNC6661,"campaign agains t diff er en t tar ge ts using the s ame pla ybook o v er the s ame windo w . UNC62 40 is the e xt ortion side o f the equa tion: G TIG a ttribut es the pos t-in trusion r ansom ac tivity f ollo wing UNC6661 in trusions t o UNC62 40 based on shar ed T o x nego tia tion accoun ts , Shin yHun t er s-br anded e xt ortion emails , and Lime wir e as the s ample-hos ting ser vice. A ne w Shin yHun t er s-br anded da ta-leak sit"
parse-daily/.cache/tech-memo/daily-news/news/2026_01-03/20260202.md,"{""line"": 105}",UNC6661,- MandiantはUNC6661/UNC6671/UNC6240（ShinyHunters）を追跡し、前二者が侵入・窃取、UNC6240が恐喝を担いTox IDを再利用と指摘。
parse-daily/.cache/tech-memo/daily-news/news/2026_01-03/20260202.md,"{""line"": 115}",UNC6661,- 攻撃者はShinyHunters/UNC6240と、侵入実行のUNC6661・UNC6671。ドメイン登録はNICENIC/Tucowsが多用と記載。
parse-daily/review-decisions.json,"{""json_path"": ""$.unc6240|https://www.bleepingcomputer.com/news/security/mandiant-details-how-shinyhunters-abuse-sso-to-steal-cloud-data/.review_notes""}",UNC6661,tech-memo全履歴再監査: 記事要約の同一文で当該アクターが攻撃活動の実行主体として明記されている。攻撃期間は一次資料中の明示値を別途確認できていないためunknownとし、記事公開日はreported_atとして分離する。 根拠: - MandiantはUNC6661/UNC6671/UNC6240（ShinyHunters）を追跡し、前二者が侵入・窃取、UNC6240が恐喝を担いTox IDを再利用と指摘。
parse-daily/review-decisions.json,"{""json_path"": ""$.unc6671|https://www.bleepingcomputer.com/news/security/mandiant-details-how-shinyhunters-abuse-sso-to-steal-cloud-data/.review_notes""}",UNC6661,tech-memo全履歴再監査: 記事要約の同一文で当該アクターが攻撃活動の実行主体として明記されている。攻撃期間は一次資料中の明示値を別途確認できていないためunknownとし、記事公開日はreported_atとして分離する。 根拠: - MandiantはUNC6661/UNC6671/UNC6240（ShinyHunters）を追跡し、前二者が侵入・窃取、UNC6240が恐喝を担いTox IDを再利用と指摘。
parse-daily/state.json,"{""json_path"": ""$.incremental_scans[21].alias_updates[0].basis""}",UNC6661,240 (also known as ShinyHunters)」(https://cloud.google.com/blog/topics/threat-intelligence/from-prompting-to-autonomy-the-evolution-of-adversarial-ai)。UNC指定子の命名主体自身による対応付けのため確度はhigh。scopeをexactとしないのは、同一ベンダーの2026-02-02報告がUNC6661/UNC6671を侵入・窃取、UNC6240を恐喝と分業で整理する一方、公称のShinyHuntersは作戦全体を指すことが多く指す範囲が広いためである。境界評価は profiles/unc6240/claim-audit.json の claim--gtig-shinyhunters-unc6240-identity へ partially-supported として記録した。
ui/api/v1/search.json,"{""json_path"": ""$.entities[638].attrs.概要""}",UNC6661,UNC6661の標準化プロファイル。リポジトリ内の専用資料1件とMITRE ATT&CK、アクターマッピング表を基礎情報としている。
ui/api/v1/search.json,"{""json_path"": ""$.entities[638].detail""}",unc6661,unc6661
ui/api/v1/search.json,"{""json_path"": ""$.entities[638].id""}",unc6661,actor:unc6661
ui/api/v1/search.json,"{""json_path"": ""$.entities[638].label""}",UNC6661,UNC6661
