original_source_path,original_source_location,matched_name,context_excerpt
APT Groups and Operations.xlsx,"{""row"": 11, ""sheet"": ""North Korea""}",TA444,"Stardust Chollima Stardust Chollima APT38 ElectricFish BlueNoroff TA444 (Proofpoint) COPERNICIUM (Microsoft) G0082 Far Eastern International Bank Dimens, MBR Killer, ElectricFish Latin America, Mexico, Costa Rica, Chile, Argentina, financial institutions in Asia and Africa in 2018 https:/"
APT Groups and Operations.xlsx,"{""row"": 11, ""sheet"": ""North Korea""}",ta444,orth-korean-hackers-caught-snooping-on-chinas-cyber-squad https://www.cisa.gov/uscert/ncas/alerts/aa22-108a https://securelist.com/bluenoroff-methods-bypass-motw/108383/ https://www.proofpoint.com/us/blog/threat-insight/ta444-apt-startup-aimed-at-your-funds
International Strategic/Korea/North Korea’s Cyber Strategy.pdf,"{""page"": 4}",TA444,"aveconductedespionageandfinanciallymotivatedcyber activitiesonbehalf of NorthKoreasinceatleast 2009.○ APT38(alsoknownasBluenoroff, Stardust Chollima, BeagleBoyz, SapphireSleet,Cryptocore, LeeryTurtle, DangerousPassword, TA444, andCryptoMimic): primarilyconductsfinanciallymotivatedcyber operationsandhasbeenactivesinceat least 2014.ThegrouphasoverlapwithcampaignsattributedtotheLazarusGroupandsomeresearchersclassifyit asasubgroupof Lazarus.○ An"
parse-daily/.cache/tech-memo/daily-news/news/2025_04-06/20250619.md,"{""line"": 52}",TA444,"- 攻撃者は北朝鮮のAPTグループ「BlueNoroff（別名Sapphire Sleet, TA444）」で、暗号通貨窃取が主目的"
parse-daily/review-decisions.json,"{""json_path"": ""$.ta444|https://www.bleepingcomputer.com/news/security/north-korean-hackers-deepfake-execs-in-zoom-call-to-spread-mac-malware/.review_notes""}",TA444,"tech-memo全履歴再監査: 記事要約の同一文で当該アクターが攻撃活動の実行主体として明記されている。攻撃期間は一次資料中の明示値を別途確認できていないためunknownとし、記事公開日はreported_atとして分離する。 根拠: - 攻撃者は北朝鮮のAPTグループ「BlueNoroff（別名Sapphire Sleet, TA444）」で、暗号通貨窃取が主目的"
summary/2023/Global APT 2023 Mid-Year Report-QIANXIN.pdf,"{""page"": 26}",TA444,活动筹集资金，以支持其情报窃取的主要任务。该组织创造了许多虚假的个人身 份信息用于实施社会工程学攻击，或者用于购买操作工具和网络基础设施。 组织名 活动描述 披露时间 披露机构 Kimsuky Kimsuky 移动端恶意活动瞄向韩国东亚研究所国家安全主任 [3] 2023/1/1 安天 Lazarus 疑似 APT-C-26（Lazarus）组织通过加密货币钱包推广信息进行攻击活 动分析 [4] 2023/1/11 360 APT38 TA444：旨在收购（您的资金）的 APT 初创公司 [5] 2023/1/25 Proofpoint Lazarus 黑客攻击印度医疗机构和能源部门 [6] 2023/2/2 Withsecure APT37 使用隐写术的韩文 (HWP) 恶意软件：RedEyes [7] 2023/2/14 ASEC Lazarus Lazarus 组织使用的反取证技术 [8] 2023/2/15 ASEC Lazarus WinorDLL64：来自庞大的 L
summary/2023/Global APT 2023 Mid-Year Report-QIANXIN.pdf,"{""page"": 61}",ta444,/109490/ 2.https://mandiant.widen.net/s/zvmfw5fnjs/apt43-report 3.https://mp.weixin.qq.com/s/EQ8nrfE3tkfg4nB8F49VLA 4.https://mp.weixin.qq.com/s/W4hkBRJnwN1G32QCpaNNoA 5.https://www.proofpoint.com/us/blog/threat-insight/ta444-apt-startup-aimed-at-your-funds 6.https://labs.withsecure.com/content/dam/labs/docs/WithSecure-Lazarus-No-Pineapple-Threat- Intelligence-Report-2023.pdf 7.https://asec.ahnlab.com/ko/47622/ 8.https://asec.ahnlab.com/ko/4
summary/2024/Qianxin 2023 APT Report.pdf,"{""page"": 102}",ta444,ixin.qq.com/s/EQ8nrfE3tkfg4nB8F49VLA 48.https://mp.weixin.qq.com/s/W4hkBRJnwN1G32QCpaNNoA22.https://securityaffairs. com/149698/apt/kimsuky-war-simulation-centre.html 49.https://www.proofpoint.com/us/blog/threat-insight/ta444-apt-startup-aimed-at-your-funds 附录 / 全球高级持续性威胁（APT）2023 年度报告
summary/2024/Qianxin 2023 APT Report.pdf,"{""page"": 45}",TA444,39 全球高级持续性威胁（APT）2023 年度报告 组织名 报告内容 披露时间 披露机构 Kimsuky Kimsuky 移动端恶意活动瞄向韩国东亚研究所国家安全主任 [46] 2023/1/1 安天 Lazarus 疑似 APT-C-26（Lazarus）组织通过加密货币钱包推广信息进行攻击 活动 [48] 2023/1/11 360 APT38 TA444：旨在窃取（您的资金）的 APT 团伙 [49] 2023/1/25 Proofpoint Lazarus Lazarus 攻击医疗机构和能源部门 [50] 2023/2/2 WithSecure APT37 APT37 组织投递使用隐写术的 Hangul (HWP) 恶意软件 [51] 2023/2/14 ASEC Lazarus Lazarus 组织使用的反取证技术 [52] 2023/2/15 ASEC Lazarus Winor
summary/2024/readme.md,"{""line"": 212}",ta444,49. https://www.proofpoint.com/us/blog/threat-insight/ta444-apt-startup-aimed-at-your-funds
summary/2024/threat actor list from cs.csv,"{""row"": 45}",TA444,"APT38, Leery Turtle, Sapphire Sleet, Lazarus Group, HIDDEN COBRA, CryptoCore, COPERNICIUM, TAG-71, BeagleBoyz, Bluenoroff, CageyChameleon, CryptoMimic, Dangerous Password, TA444 May 2024 Active North Korea 4 37 Targeted State-Sponsored, Criminal"
summary/2026/[Report] Bitsight State of the Underground 2026.pdf,"{""page"": 44}",TA444,"remediation, and mitigate risks across their extended attack surface. BOSTON (HQ) RALEIGH TEL AVIV LISBON SINGAPORE sales@bitsight.com Category Details Aliases Sapphire Sleet, APT38, Alluring Pisces, Stardust Chollima, TA444 Reported Affiliation Linked in reporting to North Korea; widely tracked as a sub- cluster of Lazarus Group Primary Objective Financial theft, cryptocurrency theft, and access to fintech and blockchain-related environme"
ui/api/v1/search.json,"{""json_path"": ""$.entities[407].attrs.概要""}",TA444,TA444の標準化プロファイル。リポジトリ内の専用資料1件とMITRE ATT&CK、アクターマッピング表を基礎情報としている。
ui/api/v1/search.json,"{""json_path"": ""$.entities[407].detail""}",ta444,ta444
ui/api/v1/search.json,"{""json_path"": ""$.entities[407].id""}",ta444,actor:ta444
ui/api/v1/search.json,"{""json_path"": ""$.entities[407].label""}",TA444,TA444
ui/api/v1/search.json,"{""json_path"": ""$.entities[40].aliases[9]""}",TA444,TA444 (Proofpoint)
