original_source_path,original_source_location,matched_name,context_excerpt
"International Strategic/Russia/Cyber operations by russia new goals, tools and groups.pdf","{""page"": 10}",UAC-0010,"During the same period, groups UAC-0149 and UAC-0184 became more prominent. Their ap- proach is more sophisticated, with attacks specifi - cally targeting individuals within the Defense Forces. Meanwhile, attacks from UAC-0010 , operated by Russia’s FSB, have been ongoing since 2014 and con- tinue to this day. It is also worth mention that hacker groups con- ducting attacks against Ukraine as part of the so- called “Special Military Operatio"
"International Strategic/Russia/Cyber operations by russia new goals, tools and groups.pdf","{""page"": 17}",UAC-0010,"17 UAC-0020 T he group’s activities are conducted by person- nel from law enforcement agencies in tempo- rarily occupied Luhansk. These are essentially traitors who have sided with the occupier, similar to the UAC-0010 group. The last significant activity of this group that we observed was in March 2022. Victims received an email purportedly containing technical specifications of a new weapons system, with an attachment in the form"
International Strategic/Russia/Russia’s Cyber Tactics Lessons Learned 2022.pdf,"{""page"": 18}",UAC-0010,"18 Military, Security and Defense sector Cases: 113 Most active Actors: FSB (Gamaredon UAC-0010 20 cases), UAC-0097 (5 cases), UAC-0142 (2 cases), UAC-0020 (1 case) Enemy targets: Defensive organizations plans, procurement activities, key personnel, attacks on the Delta platform (new military artillery"
International Strategic/Russia/Russia’s Cyber Tactics Lessons Learned 2022.pdf,"{""page"": 19}",UAC-0010,"19 Cases: UAGOV — 536, UAGOV/UACOM — 20 Most active Actors: UAC-0010/Gamaredon, UAC-0056, UAC-0097 and others presented below: Key targets: • Local authorities • Key ministries • Regional governmental organizations • State-owned Enterprises and factories Government sector Goa"
International Strategic/Russia/Russia’s Cyber Tactics Lessons Learned 2022.pdf,"{""page"": 26}",UAC-0010,"the Ukrainian Police hunting for their privileged/unlimited access to databases/catalogues/ social registers, as the police store and process information about cars, movement, cameras, road situations, arrests etc. UAC-0010/Gamaredon/Actinium FSB activities FACT Personal identifiable information (PII) was used to threaten security researchers right during the initial days of the invasion. https://unit42.paloaltonetworks. com/trident"
summary/2023/2022cyberComprehensiveSituationObservationManual.pdf,"{""page"": 4}",UAC-0010,INIUM组织 针对乌克兰攻击活动分析 乌克兰的政府、军事、 司法、非政府组织（NGO） 和非营利组织 Pterodo、QuietSieve、 PowerPunch以及其他下载器 DinoTrain、DilongTrash、 Obfuberry、DessertDown和 Obfumerry 1月31日 Shuckworm组织持续针对 乌克兰实体发起攻击 乌克兰 RMS、UltraVNC、 Pterodo/Pteranodon 2月1日 UAC-0010组织对乌克兰 国家组织的网络攻击 乌克兰海港管理局 GammaLoad 日期 事件名称 针对地区/机构 所用恶意软件 2月3日 Gamaredon APT组织 积极瞄准乌克兰进行攻击 乌克兰国家移民局 UltraVNC、File Stealer、 Pteranodon 2月11日 Gamaredon对乌克兰外交部 发起网络钓鱼攻击活动 乌克兰外交部 -
summary/2023/2022cyberComprehensiveSituationObservationManual.pdf,"{""page"": 5}",UAC-0010,- 013 - - 014 - 高级威胁篇 2022年高级威胁态势研究报告 4月20日 Gamaredon利用多种后门 变体继续针对乌克兰 乌克兰 2月24日 针对乌克兰的网络攻击 再次活跃 乌克兰 UltraVNC 4月4日 UAC-0010组织对乌克兰 国家组织的网络攻击 乌克兰海港管理局 GammaLoad Pterodo、UltraVNC、 Process Explorer 日期 事件名称 针对地区/机构 所用恶意软件 4月4日 UAC-0010组织对欧盟国家 机构的网络攻击 拉脱维亚国家机构 - 5月10日 Gamaredon钓鱼样本分析 乌克兰 UltraVNC 5月12日 UAC-0010使用恶意程序 GammaLoad的网络攻击 乌克兰 GammaLoad 5
summary/2023/2022cyberComprehensiveSituationObservationManual.pdf,"{""page"": 5}",UAC-0010,3 - - 014 - 高级威胁篇 2022年高级威胁态势研究报告 4月20日 Gamaredon利用多种后门 变体继续针对乌克兰 乌克兰 2月24日 针对乌克兰的网络攻击 再次活跃 乌克兰 UltraVNC 4月4日 UAC-0010组织对乌克兰 国家组织的网络攻击 乌克兰海港管理局 GammaLoad Pterodo、UltraVNC、 Process Explorer 日期 事件名称 针对地区/机构 所用恶意软件 4月4日 UAC-0010组织对欧盟国家 机构的网络攻击 拉脱维亚国家机构 - 5月10日 Gamaredon钓鱼样本分析 乌克兰 UltraVNC 5月12日 UAC-0010使用恶意程序 GammaLoad的网络攻击 乌克兰 GammaLoad 5月26日 APT-C-53新一轮 DDoS攻击任务分析 - LOIC 7月26日 UAC-0010使用恶意程序 GammaLoad的网络攻击 乌克兰 GammaLoad 9月15日 APT组织Gamaredon针对
summary/2023/2022cyberComprehensiveSituationObservationManual.pdf,"{""page"": 5}",UAC-0010,4日 针对乌克兰的网络攻击 再次活跃 乌克兰 UltraVNC 4月4日 UAC-0010组织对乌克兰 国家组织的网络攻击 乌克兰海港管理局 GammaLoad Pterodo、UltraVNC、 Process Explorer 日期 事件名称 针对地区/机构 所用恶意软件 4月4日 UAC-0010组织对欧盟国家 机构的网络攻击 拉脱维亚国家机构 - 5月10日 Gamaredon钓鱼样本分析 乌克兰 UltraVNC 5月12日 UAC-0010使用恶意程序 GammaLoad的网络攻击 乌克兰 GammaLoad 5月26日 APT-C-53新一轮 DDoS攻击任务分析 - LOIC 7月26日 UAC-0010使用恶意程序 GammaLoad的网络攻击 乌克兰 GammaLoad 9月15日 APT组织Gamaredon针对 乌克兰政府开展间谍攻击 乌克兰 Instrumentor、Infostealer 8月15日 Shuckworm保持 对乌克兰的关注 乌克兰 Pter
summary/2023/2022cyberComprehensiveSituationObservationManual.pdf,"{""page"": 5}",UAC-0010,do、UltraVNC、 Process Explorer 日期 事件名称 针对地区/机构 所用恶意软件 4月4日 UAC-0010组织对欧盟国家 机构的网络攻击 拉脱维亚国家机构 - 5月10日 Gamaredon钓鱼样本分析 乌克兰 UltraVNC 5月12日 UAC-0010使用恶意程序 GammaLoad的网络攻击 乌克兰 GammaLoad 5月26日 APT-C-53新一轮 DDoS攻击任务分析 - LOIC 7月26日 UAC-0010使用恶意程序 GammaLoad的网络攻击 乌克兰 GammaLoad 9月15日 APT组织Gamaredon针对 乌克兰政府开展间谍攻击 乌克兰 Instrumentor、Infostealer 8月15日 Shuckworm保持 对乌克兰的关注 乌克兰 Pterodo、Giddome、 远程桌面协议RDP工具 Ammyy Admin和AnyDesk 11月8日 UAC-0010组织进行着 代表国家的网络攻击 乌克兰 Infoste
